112062,458
104733,327
131226,287
117748,423
96083,285
40782,423
90791,494
48189,181
91530,110
41246,352
44484,328
81875,423
89541,353
12179,325
47388,423
90921,532
130829,396
113653,357
94428,357
129576,322
83401,180
90528,422
95749,358
95487,288
135463,183
80754,326
91393,249
118741,324
24344,74
63307,527
100307,391
91124,392
95092,353
94430,396
26450,352
86105,420
79831,356
50435,251
94431,354
128394,184
91927,181
23081,357
93714,77
42107,358
100253,113
94298,394
44818,325
59020,393
105067,353
94756,489
50435,287
47396,286
32589,528
44619,356
50435,285
94430,353
100240,494
82866,464
65891,358
47988,396
112007,354
118218,322
89741,424
47467,143
33191,356
64374,323
47598,179
25392,463
90217,8
5704,489
96216,358
22626,208
61332,461
95757,248
85708,460
103880,354
99586,323
94760,426
103027,178
95881,491
24401,491
118017,355
94361,531
117950,394
119268,488
126208,390
89742,354
120990,357
92980,328
134807,182
8622,180
91525,462
90868,355
74289,247
41592,76
81419,396
129648,356
91403,145
94369,356
85657,114
94828,491
89546,393
59552,356
101049,144
41381,464
94300,462
118154,286
115704,461
75937,328
117434,74
93507,423
71444,353
82874,325
118752,181
23886,115
56313,462
129912,325
96083,463
94764,395
46207,396
91858,355
19195,142
80960,356
30356,288
112011,354
97482,183
49581,287
46813,77
99392,358
103031,210
47728,392
41581,489
111820,113
96018,526
23881,325
120135,395
45749,285
92980,488
47598,357
41530,44
47598,352
58565,355
49588,113
60156,179
22626,328
46877,181
90946,7
59159,354
95962,182
74289,289
121327,284
93382,288
92724,208
113603,112
109760,459
126540,460
57187,42
130373,423
38220,285
94305,425
38752,183
117893,354
91530,426
46410,357
93655,115
119936,488
10605,289
43170,425
82679,393
121198,285
48652,461
84793,393
34191,248
52232,76
94901,355
100186,358
100515,396
61999,458
47467,393
117490,529
85983,326
59161,355
104481,324
81028,354
21700,463
11405,113
96034,144
111230,110
100253,423
97288,179
50253,74
121666,180
96029,285
111422,288
70334,183
20388,184
100186,458
103031,326
94904,324
58904,211
119541,493
94371,464
103166,208
21701,462
94913,42
36043,289
47599,462
122583,394
92197,287
96818,394
24344,462
26074,75
101111,424
23885,354
95765,353
41654,460
76476,286
83345,352
94449,183
96159,421
117897,356
58377,180
23958,179
91282,78
119152,328
75942,422
55400,353
101049,353
48473,42
117897,325
76866,460
65241,424
24018,394
130844,357
23886,395
91403,391
43453,9
117377,45
133156,356
23027,392
44960,394
95765,327
84678,48
46874,492
53484,392
91343,285
56985,393
94050,325
117772,178
95968,287
45756,322
77201,420
92399,322
7240,352
59567,214
91343,287
83484,213
15761,393
82026,355
64912,460
41467,214
56920,393
47546,180
94311,393
129067,208
117247,45
44567,358
116641,396
129067,328
41592,458
99929,422
93589,355
77404,323
41592,460
89421,527
129468,179
47473,425
82826,179
91349,179
75687,322
102438,463
101126,182
81503,248
131572,464
96824,390
105546,353
88903,180
96039,142
59567,322
113603,424
102176,352
93193,326
97288,357
98345,354
112086,357
118693,328
99071,461
83484,323
78266,287
23958,356
37898,354
96034,392
127285,325
82889,352
40475,322
94186,355
46813,459
83880,357
92870,183
93400,143
91540,459
45760,328
120947,183
78593,354
43054,287
43316,358
96960,325
108587,356
105218,352
89621,531
41467,322
117897,491
122459,391
100526,390
94390,145
82226,395
76810,357
99671,358
65719,181
40277,390
99803,358
120745,390
99878,77
97233,145
98282,394
38700,110
94449,463
82622,494
88903,356
111230,426
56328,459
90691,214
83685,322
92740,180
115064,354
117178,357
100537,140
12202,322
60360,394
41530,492
111826,355
80455,42
55479,214
58580,327
87255,184
64068,184
90217,528
57187,494
100076,75
111295,421
75887,358
49856,424
88507,392
96168,461
92941,145
26275,352
52707,140
86065,322
39748,461
62082,328
117450,181
96633,396
47153,327
94788,209
78530,393
82568,140
90946,529
46888,358
90950,390
94783,358
74309,181
88969,391
115392,463
130072,146
130072,140
104036,353
121011,458
48671,390
55673,420
99016,325
113954,72
117772,494
117839,464
99549,182
111970,142
29580,352
116386,463
92997,493
10491,251
10889,213
83430,114
50857,252
47418,352
96039,422
15187,114
65185,488
50196,252
94457,390
52905,289
95122,250
57924,352
94000,214
92740,356
50857,284
63804,325
131258,287
116060,390
98551,458
93400,393
94325,392
96637,358
112428,327
94788,327
65784,423
60697,421
76882,423
100278,142
100205,356
82639,142
32556,353
98289,358
94390,391
99280,352
15842,358
93607,182
126632,422
94262,352
93535,358
83367,179
45766,459
48879,214
102652,353
108868,178
136074,489
10889,323
29924,78
39767,110
117846,358
82236,390
95059,182
14323,393
30377,391
135349,460
118705,352
26741,458
94326,395
117247,491
97233,391
95915,289
113226,213
41538,494

fold along y=268
fold along x=70889
fold along x=35654
fold along x=18025
fold along x=9216
fold along x=4764
fold along y=128
fold along x=2421
fold along y=60
fold along x=1207
fold along x=595
fold along x=293
fold along x=145
fold along x=70
fold along y=26
